Nome,Link
Ilustração digital Perspectiva básica,https://drive.google.com/file/d/15wufrSCl90u4-yRj53iJUNaMnMz8h2xc/view?usp=sharing
Inbound Marketing parte 1 Fundamentos e ações,https://drive.google.com/file/d/1omRLoitL9sx0XjFsZfayb2PDyXhYJTYL/view?usp=sharing
Inbound Marketing parte 2: Processos de automação,https://drive.google.com/file/d/13RBkWYQyEA3V_IeiUi7wHznc0Ju994Ku/view?usp=sharing
InDesign criação de folhetos e folders,https://drive.google.com/file/d/1wk1asnbDRx0llu-6hSKMLgUhBAtDMCbm/view?usp=sharing
Indesign Diagramação em grande escala,https://drive.google.com/file/d/1YRT_qQsmrM2rGrKRuH27ameDD9T3qAjJ/view?usp=sharing
Indesign Diagramação em pequena escala,https://drive.google.com/file/d/1g-Zf4-YYV5qTGtHrSr0DuyGASTp6bm8h/view?usp=sharing
Indicadores de e-commerce parte 1 monitore o desempenho da sua loja,https://drive.google.com/file/d/18P5AvSTOwppbO_wVLq6eVwnmbrDN5IIH/view?usp=sharing
Indicadores de e-commerce parte 2 Aprofundando em métricas do negócio,https://drive.google.com/file/d/1WQXHcw4RrPVgLvSuPnEU7w4RVQCI65jd/view?usp=sharing
Indicadores de e-commerce parte 3 monitore o desempenho da sua loja,https://drive.google.com/file/d/1aP4JrG0FVebJjPspuYinTyab6Bol_ixb/view?usp=sharing
Inglês Candidate-se a vagas no exterior,https://drive.google.com/file/d/17jD1AOoVVmCfO10JLBCizy9rtsbdxKae/view?usp=sharing
Inkscape Desenvolvendo uma identidade visual,https://drive.google.com/file/d/1j5ISl_RO479l8Zz-y-mDKyLUwGppDFhW/view?usp=sharing
Instagram Marketing estratégias para fortalecer sua marca,https://drive.google.com/file/d/1zX-f83vXhdkr-fYLMXdtayO49NGjPqNk/view?usp=sharing
Integração Contínua Mais qualidade e menos risco no desenvolvimento,https://drive.google.com/file/d/1P0mn-ZY551hxU5amItiA0MIxQCMoWY9U/view?usp=sharing
Integração Contínua Maturidade e Produtividade no Desenvolvimento de Software,https://drive.google.com/file/d/1hSb5aPlLB6ruOlMVNxx4PdLmWxLmA-Ul/view?usp=sharing
"Integração de modelos no Django 2 Filtros, buscas e admin",https://drive.google.com/file/d/1QhDKpJ3lHKDcTOgYodlZsJgMspelxeZ1/view?usp=sharing
Integridade Corporativa Tomada de decisões éticas em ambientes empresariais,https://drive.google.com/file/d/1janpKzX4VHCR6BMbzegZ-jPT95UGgK5-/view?usp=sharing
Inteligência comercial: Aumente a competitividade do seu e-commerce,https://drive.google.com/file/d/1dcM2ofl5WPm96W-SFCNTHNjdus9nWboK/view?usp=sharing
Inteligência emocional Aumente seu potencial de liderança,https://drive.google.com/file/d/1qtSG0Kt_6xN6lOkep21RqlNLLecLI2MQ/view?usp=sharing
Inteligência Emocional Práticas para o cotidiano,https://drive.google.com/file/d/1qX4eXF0-_AZOObcw3PzCbacoRux5mm9v/view?usp=sharing
IntelliJ IDEA aumente a sua produtividade em projetos Java,https://drive.google.com/file/d/10QBWCQ4zjhJ2eMeMY62DD7oMdYQBV8YA/view?usp=sharing
Internet das coisas Seu assistente pessoal em Python,https://drive.google.com/file/d/1vGQI41gDRdzLt_-1yuLKrvA1Z7z8b0gg/view?usp=sharing
Introdução á configuração de segurança Firewall ASA,https://drive.google.com/file/d/1n6RURnhGQ9tu85B0Xf5nfopq95duXRRB/view?usp=sharing
"Introdução à Engenharia de Requisitos como levantar, documentar e validar",https://drive.google.com/file/d/1QyElbSyuDWi-ydpSJ5iPlpKWyE-A8mu2/view?usp=sharing
Introdução à experimentação Análise de experimentos,https://drive.google.com/file/d/1kfqqgJYiwVuOE-3Qfd_Zm54wPTw40NJU/view?usp=sharing
Introdução ao Adobe Lightroom Gerenciamento e tratamento de múltiplas fotos,https://drive.google.com/file/d/1RBLpi7D9kOIu-wHiMKs_78BfK56gNvuB/view?usp=sharing
Introdução ao Adobe Photoshop Conceitos essenciais,https://drive.google.com/file/d/1paapapvUGaSw6NeVfYkAI2w8aCIT1exh/view?usp=sharing
Introdução ao Blender 2.8 Modelagem poligonal,https://drive.google.com/file/d/1-AMnzeMZ2E3aIWr38dyGnvfzKAPMPVhm/view?usp=sharing
Introdução ao Datomic Um banco cronológico,https://drive.google.com/file/d/1KNagtq6priP6_Ut-EvSJMSvV8v1KzBrW/view?usp=sharing
Introdução ao Design System escalando seu produto,https://drive.google.com/file/d/1-C_8C8Ut___LXec8IMAbumXsd2FZ5hJw/view?usp=sharing
"Introdução ao Django 2 Modelo, Rotas e Views",https://drive.google.com/file/d/1y8h44bf_BrzeV_eFPPfQ1f2j-pEQVl89/view?usp=sharing
Introdução ao Google Analytics: configurações e funcionalidades,https://drive.google.com/file/d/1oOqjeJWwEOAj3o4ppSwf0uuvICyuNNTa/view?usp=sharing
Introdução ao Krita Desenvolvendo uma pintura digital,https://drive.google.com/file/d/1grnHo-S4_dSmoQzx_4SOOSvYHgCwxjBX/view?usp=sharing
Introdução ao PHP Primeiros passos com a linguagem,https://drive.google.com/file/d/1oLlgx3U6XfDYIANEnA-99FgwL2XEa3LQ/view?usp=sharing
Introdução ao ProtoPie Prototipação e microinterações,https://drive.google.com/file/d/1OD96T1CGzMqJkq5_W4gOeGP-EwTSrZ5N/view?usp=sharing
Introdução ao SEO: Entenda como o Google funciona,https://drive.google.com/file/d/15kADqn9_EaJVknmLmGPokdl1WUypdt1I/view?usp=sharing
Introdução ao SQL com MySQL: Manipule e consulte dados,https://drive.google.com/file/d/1YOWjprkhPAoBJYpR7VhS1J-eHlqgSn8P/view?usp=sharing
Introdução ao SQL com Oracle Manipule e consulte dados,https://drive.google.com/file/d/1NRKmpIigOTG4eyxzDTP0AUjxNLgiEKww/view?usp=sharing
Ionic 1 parte 1 desenvolvimento de aplicações híbridas mobile,https://drive.google.com/file/d/1fgXmjg_k2GGO71PphcO0r-3vVaoIAQRL/view?usp=sharing
Ionic 1 parte 2 Plugins e Persistência de dados,https://drive.google.com/file/d/1nDEgyD2rPJquMJyzacWT55CXgc2gbgn7/view?usp=sharing
Ionic 3 parte 1 aplicações híbridas mobile ainda mais poderosas,https://drive.google.com/file/d/1Eys6makof4WKphvjOMI1fKzCxdq6Vl_c/view?usp=sharing
Ionic 3 parte 2 Recursos e build nativos,https://drive.google.com/file/d/1onoK8N7yTbMJ5_LnsM33iY_kjFtXFXYa/view?usp=sharing
"Ionic 4 Rotas, ciclo de vida e web components",https://drive.google.com/file/d/1M04pO6founOjKN4eWuh3RX2L4JYR-UZZ/view?usp=sharing
iOS Animações Core animation e transições,https://drive.google.com/file/d/1iWfSwXPWlKkegGE9imofkEhYV5oP7rk4/view?usp=sharing
"iOS Brasil Formate datas, cpf e números nacionais",https://drive.google.com/file/d/13pwmMRrWFXQMvOi0xlg_fMMZ6y7Jcr-c/view?usp=sharing
iOS layout parte 1: Começando com telas responsivas,https://drive.google.com/file/d/1USMqT5u-OCWhei3RMfamMq2jJGmT9co7/view?usp=sharing
IOS layout parte 2 Mais recursos para criar telas responsivas,https://drive.google.com/file/d/1WzcxIuKKecunZAOlYYedoWUOvN1Ucvgz/view?usp=sharing
iOS Layouts com SwiftUI,https://drive.google.com/file/d/1EAmlgZ9cfQ0LIPBp0bShBTB-hlL-fKUO/view?usp=sharing
iOS parte 1: Usando recursos nativos,https://drive.google.com/file/d/12iuI1MOzjvhzLatkCjpFYFWVbDeSQ4sQ/view?usp=sharing
iOS parte 1: Web Services e Sincronização Offline,https://drive.google.com/file/d/1mYfVQZL4rz5Ju2Ndm8eHGluNetNccfrn/view?usp=sharing
"IOS parte 2 Autenticação, GPS e mais recursos nativos",https://drive.google.com/file/d/1RQdWNFPf2C2_fsNvC8pqq1rbiAJ1sfnO/view?usp=sharing
iOS parte 2 Sincronização offline e integração com Firebase,https://drive.google.com/file/d/1vyzQtOB1GRx3fhToQtb9fCx4fK7klMUE/view?usp=sharing
"iOS SwiftUI ScrollView, Navigation Bar e componentes",https://drive.google.com/file/d/1eUkEDQCTcytzQGa4gZxfmkPSWQQ11Mz0/view?usp=sharing
iOS Testando comportamentos com mocks,https://drive.google.com/file/d/19GW14LBawn8DKv9UWFvt-23WboVHK2hM/view?usp=sharing
iOS Testes de unidade e TDD,https://drive.google.com/file/d/1rk-7aI2qmWla9J0LFrNHEsxMoqw4ftE8/view?usp=sharing
Ivy Gerenciamento de dependências flexível,https://drive.google.com/file/d/1eNGfeH7qtaurVZxNDXFKAK-paGsxCBLr/view?usp=sharing
Jasmine Testes automatizados em JavaScript,https://drive.google.com/file/d/1R-a58cA7PZz1X76vt-OwTF02F4VenX1A/view?usp=sharing
Jasper Reports Relatórios com Java,https://drive.google.com/file/d/1XfMhD0RWue7qRF2hSJbcYSV7cIJfsM5t/view?usp=sharing
"Java Brasil Formate datas, cpf e números nacionais",https://drive.google.com/file/d/1ffzDbHq5ufjAMgY_GbH2LFmYJdiLWM3D/view?usp=sharing
"Java Collections Dominando Listas, Sets e Mapas",https://drive.google.com/file/d/1IufSceNd6nl9s35MWolVUwLbKRddTDM3/view?usp=sharing
Java Debug técnicas para entender e melhorar o seu código,https://drive.google.com/file/d/1HuZ2SAIcccAD-9pNePxbSFC22hyt1g_E/view?usp=sharing
Java e Clean Architecture Descomplicando arquitetura de software,https://drive.google.com/file/d/1Lsul5o0dHKJ8P8mQPwWFP3U34ozMLPPq/view?usp=sharing
Java e Domain Driven Design Apresentando os conceitos,https://drive.google.com/file/d/1RCQb9xCanOhoJL0mh0QLhhvoG5ECpXKE/view?usp=sharing
"Java e java.io Streams, Reader e Writers",https://drive.google.com/file/d/1QzVFfp7603AhqU2PCxEOhHgWlfihblAf/view?usp=sharing
Java e java.lang Programe com a classe Object e String,https://drive.google.com/file/d/1Iu49Re7FSgxdMMflwq1BzaBOK2On63QI/view?usp=sharing
"Java e java.util Coleções, Wrappers e Lambda expressions",https://drive.google.com/file/d/1TnTtQrlRsEPWCYMb14YMaN8kj0LRZyaQ/view?usp=sharing
Java e JDBC Trabalhando com um banco de dados,https://drive.google.com/file/d/1qI_HZRG2OObJUOqq9G3HpdrZylSbnk2h/view?usp=sharing
Java e JPA Otimizações com JPA2 e Hibernate,https://drive.google.com/file/d/1w3rpxNyGqsaHblEMR8FCwVoMPl_h8YK5/view?usp=sharing
Java e JPA Persista seus objetos com a JPA2 e Hibernate,https://drive.google.com/file/d/1H1R7FrJQku-KcOTKf2R3179Zx98soU5z/view?usp=sharing
Java e JPA Pesquisa com JPQL e Criteria,https://drive.google.com/file/d/1s4D4Q0fED9XCHS4dEqQsuvEnmMEbLe-z/view?usp=sharing
Java e JSF 2 - II: Componentes ricos com Primefaces,https://drive.google.com/file/d/12CbFMEnEZ_TMZ1StSuHeblhINXVLaSV4/view?usp=sharing
Java e JSF 2 - III: Integração com CDI,https://drive.google.com/file/d/1v0Ixu6nwcRvwA2A6MNVH88gxDSChX_2e/view?usp=sharing
Java e JSF I Sua aplicação web com JSF2,https://drive.google.com/file/d/1mPRUlTRo9sn_fo3GtjeFWkZ-qJW8_onc/view?usp=sharing
Java e JSTL: Tags para facilitar o desenvolvimento JSP,https://drive.google.com/file/d/1mpxQZP0GcUvIeFyWCkbJfs-TwaHsn2m_/view?usp=sharing
Java e MongoDB Integre uma webapp Java com um banco NoSQL,https://drive.google.com/file/d/1WzMQ5FfTcTyYrFVSh6xeUy6vwVuH3Qq7/view?usp=sharing
Java e Quarkus Supersônico e Subatômico,https://drive.google.com/file/d/16MrMHZtVQsMaLufdc9C4zCdNi4G78o4h/view?usp=sharing
Java e Testes Test Driven Development com Junit,https://drive.google.com/file/d/1LTPof1UzeGAoXU6Cq1a8cyh9pwXVSjX3/view?usp=sharing
"Java e XML integração, parsing e validação",https://drive.google.com/file/d/1jslEhcsvy2SEefZyDQHxbcB43Hb87cnC/view?usp=sharing
"Java EE parte 1 Crie sua loja online com CDI, JSF, JPA",https://drive.google.com/file/d/1aGQKmXTTrViNzTdz_cZmLxpp7SC7mRVL/view?usp=sharing
"Java EE parte 2 Sua loja online com HTML, REST e Cache",https://drive.google.com/file/d/1mZ-woGreiWfeOOsK07xZ17b_kc5Hd55w/view?usp=sharing
"Java EE parte 3 Finalizando sua loja com REST, JMS, JAAS e WebSockets",https://drive.google.com/file/d/1xELW50oOXaEQpRcZjCih2ark1h_F5IQg/view?usp=sharing
"Java Exceções Aprenda a criar, lançar e controlar exceções",https://drive.google.com/file/d/1cZryHv3rtJG89aGD4Rv5PM2-zsyuYcuT/view?usp=sharing
Java JRE e JDK Escreva o seu primeiro código com Eclipse,https://drive.google.com/file/d/1IaTsQ0N8Yoq6wUf-1T0yHjbV98ki_wRG/view?usp=sharing
"Java Laboratório com Testes, JSF e Design Patterns I",https://drive.google.com/file/d/1i54tG_xYxRXazmEojJ3sqJsHCvXa-NMI/view?usp=sharing
"Java Laboratório com Testes, JSF e Design Patterns II",https://drive.google.com/file/d/1_PsRRhLLC0uXFVIQ_j1Wf6eIAvLO1G_w/view?usp=sharing
Java Laboratório web de práticas e tecnologias,https://drive.google.com/file/d/1APC5W0d1JGx8pU-BODoKLGd2k-32SWXd/view?usp=sharing
Java moderno Tire proveito dos novos recursos do Java 8,https://drive.google.com/file/d/1llANLfU9D9WPAfsq-9imV0FHxMEATJk5/view?usp=sharing
Java OO Introdução à Orientação a Objetos,https://drive.google.com/file/d/1xFVZKWsSo1R5MWY9thIGdSJua6qk41oG/view?usp=sharing
Java Polimorfismo Entenda herança e interfaces,https://drive.google.com/file/d/1SdN4z6mctCGh4FZg3ZI3WIaTji8Dlv34/view?usp=sharing
Java Reflection parte 1 Entendendo a metaprogramação,https://drive.google.com/file/d/1rXKNPSUNuCNMKLHy0yrg5uCDP1hOr5om/view?usp=sharing
Java Reflection parte 2 Anotações e Injeção de Dependências,https://drive.google.com/file/d/1L35hvzMbMyTXZZLWnkGyrToJcjwgpaGn/view?usp=sharing
"Java Servlet Autenticação, autorização e o padrão MVC",https://drive.google.com/file/d/1UCTpQCr2lSpiNEn7b3EVhaMdikVgQCtI/view?usp=sharing
Java Servlet Fundamentos da programação web Java,https://drive.google.com/file/d/1qz23c9K3WT9ae1gAWD9Q4WZpleGXxT2y/view?usp=sharing
"JavaScript Aprofundando em MVC, padrão Proxy e Factory",https://drive.google.com/file/d/1p057pfri2SbWZx0NQ0XkSX1V5u6Jts-f/view?usp=sharing
JavaScript Conhecendo o Browser e padrões de projeto,https://drive.google.com/file/d/1eaOSvLzbhQhXhz_CLo2rvvSfaqm7LYUv/view?usp=sharing
JavaScript De padrões a uma abordagem funcional,https://drive.google.com/file/d/1N1RcM13U13ZY2BMJsLUb4t5-0RXDrxKx/view?usp=sharing
JavaScript Desenvolvedor poliglota,https://drive.google.com/file/d/12e2B-amNzzMdlu7T5aJLitiE4LoKdsji/view?usp=sharing
JavaScript Interfaces e Herança em Orientação a Objetos,https://drive.google.com/file/d/1IalJ5ZmPQh7wt7Pf1SvVD5UnQ5lfi_fE/view?usp=sharing
JavaScript na Web Validação de Formulários e HTML5,https://drive.google.com/file/d/1YDsCoqPQx33SyZT4NQG-R_JMkam0tSJ0/view?usp=sharing
JavaScript primeiros passos com a linguagem,https://drive.google.com/file/d/1XelOX4OyT1a2ssDpzAQnzttDA_xUKCX2/view?usp=sharing
JavaScript programando a Orientação a Objetos,https://drive.google.com/file/d/14ZzbgqGUQeLq5ALW3pwXxh18EwB2IIua/view?usp=sharing
JavaScript Programando na linguagem da web,https://drive.google.com/file/d/1_YkCIevwRydBEvQBURmApW7rZJxxBSd9/view?usp=sharing
JavaScript Salvando dados localmente com IndexedDB,https://drive.google.com/file/d/1aqAwv8YBL5Y-14m95iyclbMEBeJPkcfj/view?usp=sharing
JavaScript: Projeto de conclusão,https://drive.google.com/file/d/1XDaPxPGlJpBiTwIH17xcsqhS2YQTPczR/view?usp=sharing
JAX-RS e Jersey Domine a criação de webservices REST,https://drive.google.com/file/d/1eIxOheidWTWfpQsb5pglVipkf520St60/view?usp=sharing
JAX-WS : Domine a criação de webservices SOAP,https://drive.google.com/file/d/1lrnNFZIQiaO9Eo7k44Sn-O7am_Ro5dak/view?usp=sharing
Jenkins e Docker Pipeline de integração continua,https://drive.google.com/file/d/18PR8DI8aPqwOnxuExRCh-zanqO3rHxhg/view?usp=sharing
Jenkins Integração contínua,https://drive.google.com/file/d/1b1SLkfaObsCXOneVcqWl8BUc20STVurm/view?usp=sharing
JMS e ActiveMQ: Mensageria com Java,https://drive.google.com/file/d/1RBWLlvalKUCWkKMr-8GxhNzusQsz2pO3/view?usp=sharing
Jogos clássicos parte 1 Iniciando no Javascript com Pong,https://drive.google.com/file/d/1EDiYc7ABkMnkFWxnkD8e7mkZnyD59yfQ/view?usp=sharing
Jogos clássicos parte 2 laços e listas com Javascript,https://drive.google.com/file/d/1G7jZj2FvQh4dXEVSd3CBIzb460eVvllv/view?usp=sharing
Jogos mobile com Unity Diversão com a Game Engine,https://drive.google.com/file/d/16m-HdWQ-iJKvC2UM4Ol3Dfni9_WIKD1F/view?usp=sharing
jQuery Avance na biblioteca mais popular do mercado parte 2,https://drive.google.com/file/d/1Lo8-au3C1K5qkRjexJlGSeUp2632y9kQ/view?usp=sharing
jQuery Domine a biblioteca mais popular do mercado parte 1,https://drive.google.com/file/d/1b7BUJsyYQmDbjlExMyJHfT0pDbjMopOz/view?usp=sharing
JS na Web Armazenando dados no navegador,https://drive.google.com/file/d/1f1ClmZX0j4CWD0rZvB-VcU2o3Tlm9sy3/view?usp=sharing
JS na Web Criando uma SPA com javascript puro,https://drive.google.com/file/d/1ZIrkZs-L6QoGGiB77nxtFbKIW4Hdirwk/view?usp=sharing
JS na web CRUD com JavaScript assíncrono,https://drive.google.com/file/d/1iE2gCf_aMCktFvKUozFz_aAhbui2eSIF/view?usp=sharing
JS na Web Manipule o DOM com JavaScript,https://drive.google.com/file/d/1q7r_H39WnWoC56fB5rFBUoqNW_ksT17v/view?usp=sharing
"Kafka Batches, correlation ids e dead letters",https://drive.google.com/file/d/1yJEoOsY3nfEwvORl1rfq4qcPymJeJaP6/view?usp=sharing
Kafka Idempotência e garantias,https://drive.google.com/file/d/1fB9QZ-GywWnxxhGcGPJtAZ1KeFl_eLRl/view?usp=sharing
Kafka Introdução a streams em microserviços,https://drive.google.com/file/d/1WxrM1wxOXHyuHpqvBE_seSGX7XdYauEe/view?usp=sharing
"Kafka: Fast delegate, evolução e cluster de brokers",https://drive.google.com/file/d/1ejV-EGTXbRDcimTJ-PvmviPeCQyPhszK/view?usp=sharing
Kanban parte 1: Fundamentos Essenciais,https://drive.google.com/file/d/1fJACuOVzauetQtr-OoTaottwajMmWnFZ/view?usp=sharing
Kanban parte 2 Métricas e Práticas Avançadas,https://drive.google.com/file/d/1h0QlnlgrdyukIHZFRbcu3wf9hxsZvTNJ/view?usp=sharing
Kotlin Collections Set e Map,https://drive.google.com/file/d/1Aa1slL0AjL0aIUqVBgxsTUpb1xaUrkJF/view?usp=sharing
"Kotlin herança, polimorfismo e Interface",https://drive.google.com/file/d/1VbOljbJxOEGHQHoe7KI9v4ZJ0VkCzNO4/view?usp=sharing
"Kotlin Introdução a coleções, arrays e listas",https://drive.google.com/file/d/1tqNkIX-eHj4t4AzYE3jzhbCThuVquxgE/view?usp=sharing
Kotlin lidando com exceptions e referências nulas,https://drive.google.com/file/d/1JKTqiSq15oKonzg43YvFbGSYPCYD7eLF/view?usp=sharing
Kotlin parte 1: Sua primeira app android na linguagem,https://drive.google.com/file/d/1eRlOtFcCMyx3DTqKpxgfrHqGveAQtGsR/view?usp=sharing
Kotlin parte 2 Mais recursos da linguagem e boas práticas,https://drive.google.com/file/d/1HwnGLK0fAwThi_SOmYaXd0VjCZPqqLO4/view?usp=sharing
Kotlin parte 3: Técnicas avançadas na sua app,https://drive.google.com/file/d/1SOIuwZoaNw05RbdiWBCtAnKVWBpFnYGb/view?usp=sharing
Kotlin primeiros passos e Orientação a Objetos,https://drive.google.com/file/d/1VUhkCJAdIz6Ns6fU7NiHm6yt3NN6cd4g/view?usp=sharing
Kotlin recursos da linguagem com pacotes e composição,https://drive.google.com/file/d/1UaxN8OqhcvavMpZluLt-TaNX_UQmG8rR/view?usp=sharing
Kotlin recursos do paradigma funcional,https://drive.google.com/file/d/1lKYyUy1mFzqRjKc48fLhUWw_X3gM-ZUp/view?usp=sharing
Krita Criando um cenário animado,https://drive.google.com/file/d/1GqeRv1aMtt0HgfWnanwlLxoSp_zUdNl3/view?usp=sharing
Krita Ilustração editorial,https://drive.google.com/file/d/1npncA4pkMdvPmKJroaAx_maNgCalpDVI/view?usp=sharing
Krita Refinando o processo de pintura,https://drive.google.com/file/d/1CoIVNfataMvoLYId9fiFlKKvphnvuZzg/view?usp=sharing
"Kubernetes Deployments, Volumes e Escalabilidade",https://drive.google.com/file/d/1dHCYiYU_TU3Cfk3LBty936Qj_0zTIgA3/view?usp=sharing
Kubernetes Introdução a orquestração de containers,https://drive.google.com/file/d/19JzcZc8P_aN7focNs7zjEOxp8noKU0R9/view?usp=sharing
Kubernetes na Digital Ocean Gerenciando aplicações conteinerizadas,https://drive.google.com/file/d/1sfXjBTeYIdNCVodExbWhWtGLRTFfd-MM/view?usp=sharing
Kubernetes Orquestração de containers,https://drive.google.com/file/d/1jhHQldKXf_vqUsf9DKDVLy42tepDysVh/view?usp=sharing
"Kubernetes Pods, Services e ConfigMaps",https://drive.google.com/file/d/1BhctOoqafFBmxATnof217JO1fbjZu7tz/view?usp=sharing
Laravel parte 1 Produtividade no desenvolvimento web,https://drive.google.com/file/d/1Jhmvg9UG8mwWgwUdtO1sgJmuvvEsnOzH/view?usp=sharing
"Laravel parte 2 Trabalhando com Autenticação, Relacionamentos e Testes",https://drive.google.com/file/d/18V4YyeboVbjnNJCC5PKbNNHHWh61SQOQ/view?usp=sharing
"Laravel parte 3 Eventos, filas, upload e e-mail",https://drive.google.com/file/d/15cgHExApxDWzJ42-VS3HmXlPTYAttZrV/view?usp=sharing
Layouts Android parte 1 Criando telas com Constraint Layouts,https://drive.google.com/file/d/16tPkuu6GNzucc4T4gHYDkF4Cq-IpN00J/view?usp=sharing
Layouts Android parte 2 Boas práticas para criação de telas,https://drive.google.com/file/d/1XTaheONVmySWGC_2qfleqwLBVJ0TrMcu/view?usp=sharing
Layouts Responsivos: Trabalhando com layouts mobile,https://drive.google.com/file/d/1iRIBvQ9Xa0OaomVkOBifvFs50RejW8bZ/view?usp=sharing
Lean Agile Budgeting Princípios para a orçamentação eficaz na era digital,https://drive.google.com/file/d/19xrcI5qQQO8SDiSh8a4QB33Xge4gxIcL/view?usp=sharing
Lean Inbound Parte 1 Fundamentos de Marketing e Vendas para Novos Negócios,https://drive.google.com/file/d/1_ZfFXOM8rlZlYYrmlffyeZi-cgLZPzuL/view?usp=sharing
"Lean Inbound Parte 2 Práticas de Validação, Marketing e Vendas",https://drive.google.com/file/d/1CfYeIOD6SGyA-jCXCvX852kHfii5_tgO/view?usp=sharing
Lean Inception Método para definição de MVPs,https://drive.google.com/file/d/1w9uMADuO2X2n1GwvblTkEDTIBleyBysl/view?usp=sharing
Lean Startup Primeiros passos da sua startup enxuta,https://drive.google.com/file/d/1l7nHSTwcScCZFBfB21WROwF9DxOtxNQd/view?usp=sharing
LESS: CSS simples e produtivo,https://drive.google.com/file/d/1ccl590_GGIn7cuXLx5buKUrj0AV7wjUP/view?usp=sharing
LGPD Conhecendo e entendendo seus impactos,https://drive.google.com/file/d/1scLfWCaDNbgUiFmWkhn2lg5wZQipGRrI/view?usp=sharing
Liderança Ambidestra Buscando inovação e resultados,https://drive.google.com/file/d/1KnvyNuui5idRqjLoz3rVEGWPXlEZfOqx/view?usp=sharing
Liderança parte 1 Seja líder no novo mercado,https://drive.google.com/file/d/1KFLwuKTV7WLE5Ui3Hqf0ssZaa-WGO8NS/view?usp=sharing
Liderança parte 2 seja o líder que o mercado procura,https://drive.google.com/file/d/1gSHGPMT3jzv1eKvdblvqJDxVyJhniNzp/view?usp=sharing
Liderança Práticas de gestão e melhorias,https://drive.google.com/file/d/1L3Z26q24gC-nK4MR2aR5mysiUa9-FC6-/view?usp=sharing
Lightroom I organização e edição de fotos como um profissional,https://drive.google.com/file/d/1LVm9WKjMLQPQbVKZ77QBiJpjzEnWf5I-/view?usp=sharing
Lightroom II: Agilidade na organização e publicação de imagens,https://drive.google.com/file/d/17KxQ97Zokrg28IsOHPLrGulwy-l6NvDj/view?usp=sharing
Linguagem Natural parte 1 Introdução a NLP com análise de sentimento,https://drive.google.com/file/d/1pOGW7_xODLiY8ebkcfFtpAiJk_ux02EM/view?usp=sharing
Linguagem Natural parte 2 Continuando com a análise de sentimento,https://drive.google.com/file/d/1eJVPx1t6NIdN-o76_bA-34VUKEV00w2X/view?usp=sharing
LinkedIn Ads Novos clientes com anúncios otimizados e emails patrocinados,https://drive.google.com/file/d/1gUZfOfAuBBPf7QNwBwgVcDAHa8DeRRSa/view?usp=sharing
LinkedIn Como fazer o seu perfil trabalhar para você,https://drive.google.com/file/d/1YoLXFaPM_102vxHeuoXGFunL9P6UqOfh/view?usp=sharing
Linux I Conhecendo e utilizando o terminal,https://drive.google.com/file/d/1QeLuhGz5iLHO84GufJolZlIf_EvKkLXA/view?usp=sharing
"Linux II Programas, processos e pacotes",https://drive.google.com/file/d/1ALWxSGlzAdFAU1bKmo_sCSm3VRcbSA5p/view?usp=sharing
Lógica de programação I Os primeiros programas com Javascript e HTML,https://drive.google.com/file/d/1Ua7CZq2vB7fWXynmiqc1OFXplzYlt0t-/view?usp=sharing
"Lógica de programação II pratique com desenhos, animações e um jogo",https://drive.google.com/file/d/1lZA9vr8QoNocPJ3UCpYot1WwSLr22aax/view?usp=sharing
Lua do zero ao jogo,https://drive.google.com/file/d/14FqZn5FG44a2pbHkWp5zQxmiA_NIzeTE/view?usp=sharing
Lua parte 1 Crie um jogo de RPG em 2D,https://drive.google.com/file/d/1z6rL6sxqPOa-z_Ikz61BjzIIIgpiY_Gj/view?usp=sharing
"Lua parte 2 Mapas, ataques e inimigos mais complexos",https://drive.google.com/file/d/1hd7rG9jbDywMbDJI0ZoQFTYOHuqF4uu4/view?usp=sharing
Lumen API Rest com o Micro-framework do Laravel,https://drive.google.com/file/d/1503kHKcWKRnV-WXCOwz8DkZqFhqkuefU/view?usp=sharing
Machine Learning Aprendizado supervisionado,https://drive.google.com/file/d/1rGiQjz__G1P2n46qErBnkaP5ZKljxBY2/view?usp=sharing
Machine Learning Avançando com tipos diferentes de classificação,https://drive.google.com/file/d/1lUqW5SoCwJMBcqeqpfqmKRtV1P1xplIw/view?usp=sharing
Machine Learning Cluster com R,https://drive.google.com/file/d/1PKCby__AXw4wj8R8EYRcKABF9zkpv-E8/view?usp=sharing
Machine Learning com Java: Introdução ao sistemas de recomendações,https://drive.google.com/file/d/1NgREqJKDdCpjMfU_46IT6rNnP55EOTS0/view?usp=sharing
Machine learning com R Classificação de focos de dengue,https://drive.google.com/file/d/1KbVArSz-gsBfauUF1POa8qFE-XwhoXhN/view?usp=sharing
Machine Learning Lidando com dados de muitas dimensões,https://drive.google.com/file/d/1RMpnBHKafVxNRs_0lpc5OZhcDdTSSOLV/view?usp=sharing
Machine Learning parte 1: Otimização de modelos através de hiperparâmetros,https://drive.google.com/file/d/1jvIn3CSfPIA_XP0H-UymJGBq12Ex4CK4/view?usp=sharing
Machine Learning parte 2: Otimização com exploração aleatória,https://drive.google.com/file/d/1Rau7lmFfkNFZOBAVpPieQrhqAJsN79rG/view?usp=sharing
Machine Learning: Classificação por trás dos panos,https://drive.google.com/file/d/1df6wuDQ5Ve-raEANol6gg7K8R-m4QTG7/view?usp=sharing
